logs_path;max_ckpt_to_keep;model_name;soundcorpus_dir;epochs;epochs_per_save;is_training;keep_prob;learning_rate;lr_change_steps;lr_decay_rate;max_gradient;momentum;tf_seed;use_batch_norm;print_confusion_matrix;print_step;print_step_val;batch_size;dims_mfcc;do_mfcc;lower_bound_noise_mix;noise_silence;noise_unknown;portion_noised;portion_silence;portion_unknown;upper_bound_noise_mix;train_acc;val_acc
models/model68/;10;model68;assets/corpora/corpus12/;50;1;TRUE;0.9;0.1;100;0.9;5;0.2;5;FALSE;TRUE;10;500;512;(99, 13, 3);TRUE;0.5;TRUE;TRUE;1;0;0.09;1;;
